Batch,Height,Width,Onset Prediction,Offset Prediction,Frame Prediction,Velocity Prediction
0,93,55,5.5391723e-07,6.709225e-05,0.0014325365,0.20483398,0.8458151
0,93,56,6.786735e-07,6.922183e-05,0.0017546143,0.06994629,1.0
0,93,57,3.426849e-05,0.0001431374,0.0026112476,0.33740234,0.99997634
0,93,58,7.3536053e-06,9.0988404e-05,0.030386752,-0.0024414062,1.0
0,93,59,1.4367508e-06,1.2805474e-05,0.007907292,0.39282227,0.3820838
0,93,60,5.173919e-06,8.547616e-05,0.013020489,0.2692871,0.9998795
0,93,61,6.786735e-07,5.727003e-06,0.0059571536,0.18493652,1.0
0,93,62,5.244383e-07,0.0001535624,0.010091315,0.16125488,1.0
0,93,63,2.6016166e-06,3.3474687e-05,0.012920473,0.31958008,1.1112453e-13
0,93,64,1.5534977e-06,4.03779e-05,0.056444023,0.20166016,1.0
0,93,65,4.8502613e-07,8.68221e-05,0.009821794,0.3720703,1.0861517e-09
0,93,66,1.0348531e-06,1.0209441e-05,0.01844021,0.5083008,6.1887057e-10
0,93,67,1.3287773e-06,2.8409744e-05,0.010693758,0.4116211,1.0
0,93,68,4.9652823e-07,2.247409e-05,0.007345827,0.07458496,0.9999907
0,93,69,1.6832411e-05,7.7221914e-05,0.0032476764,0.31323242,1.0
0,93,70,3.6688634e-06,0.000117744596,0.012288597,-0.06225586,8.105604e-08
0,93,71,3.0415965e-06,4.365878e-05,0.007815889,0.003540039,0.9999234
0,93,72,5.338156e-06,0.00012931564,0.004556114,0.16723633,6.0927585e-10
0,93,73,1.6797312e-06,2.0623422e-05,0.007907292,0.20129395,0.8344069
0,93,74,2.6842004e-06,5.694103e-05,0.0009735438,0.050598145,1.0
0,93,75,2.2959193e-06,1.6701422e-05,0.0027900373,0.44335938,1.0
0,93,76,2.9711384e-06,2.8188662e-05,0.004198795,0.23461914,5.3930524e-16
0,93,77,6.5779295e-07,2.2299198e-05,0.0017409836,-0.050231934,1.719565e-06
0,93,78,6.0963607e-06,1.3846005e-05,0.0028118584,0.48583984,1.0
0,93,79,3.0894946e-06,1.32119585e-05,0.0027683852,0.19433594,0.9998403
0,93,80,4.1486493e-07,5.5943374e-06,0.00020662983,-0.018432617,1.0
0,93,81,4.1573644e-06,6.6434336e-06,0.00014883849,0.2368164,3.2710515e-16
0,93,82,4.1573644e-06,2.0904586e-06,0.00036543282,-0.7397461,1.4637785e-12
0,93,83,3.131565e-07,1.1726421e-06,3.3737226e-05,0.4086914,1.0
0,93,84,7.002169e-07,9.4224464e-07,7.031184e-05,-0.35473633,1.0
0,93,85,5.8382472e-08,6.312651e-08,9.061478e-07,-0.3425293,7.444878e-15
0,93,86,5.5708956e-08,4.8400768e-08,8.646523e-07,-0.12463379,3.7831744e-36
0,93,87,7.153171e-08,6.719782e-08,3.3075915e-07,-0.5410156,1.0
0,94,0,2.0741904e-06,7.934496e-07,2.6785696e-07,-0.15283203,1.0
0,94,1,1.5057017e-06,2.3873781e-06,5.1630764e-07,-0.39672852,0.9999999
0,94,2,5.682435e-06,9.496347e-07,5.004225e-07,0.016113281,0.99999917
0,94,3,3.9135655e-05,1.4255698e-06,3.966986e-06,-0.4501953,3.2631558e-06
0,94,4,0.00036259004,3.3145432e-06,5.5076057e-06,-0.3552246,6.198028e-13
0,94,5,0.00010889691,7.071895e-06,9.570828e-07,-0.29833984,1.17018054e-07
0,94,6,3.0718187e-05,2.6016166e-06,6.908076e-06,-0.1586914,1.133501e-11
0,94,7,1.7366721e-05,5.5076057e-06,2.1400324e-06,-0.076171875,0.27590942
0,94,8,1.5936621e-05,3.2125656e-06,1.2979962e-06,-0.18835449,7.637469e-14
0,94,9,3.9135655e-05,7.889262e-06,4.4254903e-06,-0.08178711,1.0
0,94,10,5.0644718e-05,1.922317e-05,2.71088e-05,-0.04272461,1.0
0,94,11,0.0002287133,6.0963607e-06,1.9525885e-05,-0.12438965,5.3994967e-08
0,94,12,0.00017265153,3.1446623e-05,6.452215e-05,-0.06958008,1.0
0,94,13,3.734357e-05,3.7266395e-06,8.267873e-06,-0.0063476562,1.3635772e-16
0,94,14,0.000965975,3.9442584e-05,1.3420014e-05,-0.05041504,0.000101503836
0,94,15,0.001294368,1.8200151e-05,2.8188662e-05,-0.17224121,0.5690746
0,94,16,0.0012594985,4.03779e-05,6.605215e-05,-0.27441406,1.0832235e-14
0,94,17,0.0015367271,7.0863265e-05,1.6964426e-05,-0.024414062,0.01844021
0,94,18,0.00040448149,1.2029638e-05,2.753569e-05,0.035888672,0.9999988
0,94,19,2.0623422e-05,2.247409e-05,4.2315594e-05,-0.048706055,1.0
0,94,20,1.0209441e-05,5.550803e-06,5.2144983e-06,-0.07873535,1.0
0,94,21,9.895332e-06,5.380023e-06,1.3420014e-05,0.083862305,8.818923e-05
0,94,22,3.9135655e-05,3.4537254e-05,7.843789e-05,0.049438477,1.0379744e-12
0,94,23,0.00012436225,1.3109144e-05,5.562207e-05,-0.15856934,0.70161086
0,94,24,0.00020184422,5.1845658e-05,3.676463e-05,-0.115234375,1.0
0,94,25,4.8226243e-06,3.065452e-06,2.3139264e-06,-0.14343262,2.4388652e-07
0,94,26,6.2050494e-05,5.391084e-05,3.4736108e-06,-0.25341797,1.0
0,94,27,2.392351e-05,1.922317e-05,2.7321412e-05,-0.02368164,2.8582128e-17
0,94,28,1.0783313e-05,8.029784e-05,0.0001713082,-0.0793457,1.0
0,94,29,2.908344e-05,0.00047656128,0.00013873413,0.056884766,1.0
0,94,30,0.0002511868,3.8831113e-05,0.00025915823,0.045898438,1.0
0,94,31,6.5404374e-06,8.818923e-05,0.0007793662,0.10864258,1.0
0,94,32,1.5903379e-06,3.194182e-05,1.9679026e-05,0.10571289,1.0
0,94,33,4.289333e-06,4.9859576e-05,7.602479e-05,-0.0026855469,1.0
0,94,34,9.204176e-07,0.00014768039,0.0007643033,0.021484375,5.7563933e-11
0,94,35,3.6976387e-06,6.922183e-05,0.0001713082,-0.13000488,0.999949
0,94,36,0.0002511868,0.0006771942,0.00081993215,0.09436035,3.998099e-06
0,94,37,9.204176e-07,8.156225e-05,0.00025714198,-0.12084961,0.0030160663
0,94,38,6.8009767e-06,0.002034817,0.0005053046,0.04321289,1.0
0,94,39,4.3229743e-06,0.00023413582,0.0011649561,-0.12646484,0.00012731104
0,94,40,1.3497025e-06,0.000611834,0.00784624,0.05090332,1.0
0,94,41,1.8020886e-06,0.0005636751,0.0005953406,0.07409668,1.0
0,94,42,1.7097478e-05,0.00016093082,0.0019723356,0.028686523,6.8936106e-07
0,94,43,2.0904586e-06,0.00068785116,0.0022430879,-0.07019043,0.059537485
0,94,44,2.7911265e-06,0.00018378456,0.0006023542,0.16552734,1.0
0,94,45,2.7321412e-05,0.0005861162,0.00052542303,0.15844727,3.211657e-21
0,94,46,3.6976387e-06,0.00040133507,0.009090383,-0.1862793,1.1677231e-08
0,94,47,1.2778728e-06,0.00019260286,0.0010608152,0.18237305,3.732267e-09
0,94,48,3.1446623e-05,0.00074080564,0.0038996208,0.3017578,1.3259881e-07
0,94,49,1.0511496e-06,4.504459e-05,0.0018243829,0.07702637,0.18907149
0,94,50,4.8226243e-06,0.0010525686,0.0016293088,0.13696289,1.0
0,94,51,7.587032e-06,0.00016474657,0.0024919678,0.32666016,1.0
0,94,52,6.526739e-07,0.0001866782,0.0038693913,0.091308594,5.805002e-07
0,94,53,1.855391e-07,0.00015598028,0.0005484792,0.33251953,1.0
0,94,54,9.1325484e-07,4.8325637e-05,0.0020829707,0.22241211,1.14479544e-10
0,94,55,5.4532956e-07,6.709225e-05,0.0014325365,0.20483398,0.8458151
0,94,56,6.786735e-07,6.976471e-05,0.0017546143,0.06994629,1.0
0,94,57,3.426849e-05,0.0001431374,0.0026112476,0.33740234,0.99997634
0,94,58,7.3536053e-06,9.0988404e-05,0.030386752,-0.0024414062,1.0
0,94,59,1.4367508e-06,1.2705823e-05,0.007907292,0.39282227,0.3820838
0,94,60,5.173919e-06,8.547616e-05,0.013020489,0.2692871,0.9998795
0,94,61,6.786735e-07,5.727003e-06,0.0059571536,0.18493652,1.0
0,94,62,5.2035705e-07,0.00015476662,0.010091315,0.16125488,1.0
0,94,63,2.6016166e-06,3.3474687e-05,0.012920473,0.31958008,1.1112453e-13
0,94,64,1.5534977e-06,4.03779e-05,0.056444023,0.20166016,1.0
0,94,65,4.8502613e-07,8.68221e-05,0.009783876,0.3720703,1.0861517e-09
0,94,66,1.0348531e-06,1.0209441e-05,0.01844021,0.5083008,6.1887057e-10
0,94,67,1.3287773e-06,2.7969301e-05,0.01065251,0.4116211,1.0
0,94,68,4.9652823e-07,2.247409e-05,0.007345827,0.07458496,0.9999907
0,94,69,1.6832411e-05,7.7221914e-05,0.0032476764,0.31323242,1.0
0,94,70,3.6403121e-06,0.000117744596,0.012288597,-0.06225586,8.105604e-08
0,94,71,3.0415965e-06,4.4001183e-05,0.007815889,0.003540039,0.9999234
0,94,72,5.338156e-06,0.00013032975,0.004556114,0.16723633,6.0927585e-10
0,94,73,1.6666596e-06,2.0623422e-05,0.007907292,0.20129395,0.8344069
0,94,74,2.6842004e-06,5.694103e-05,0.0009773504,0.050598145,1.0
0,94,75,2.2780523e-06,1.6701422e-05,0.0027900373,0.44335938,1.0
0,94,76,2.9711384e-06,2.8188662e-05,0.004198795,0.23461914,5.3930524e-16
0,94,77,6.5779295e-07,2.2299198e-05,0.0017409836,-0.050231934,1.719565e-06
0,94,78,6.0963607e-06,1.3846005e-05,0.0028118584,0.48583984,1.0
0,94,79,3.065452e-06,1.32119585e-05,0.0027576222,0.19433594,0.9998403
0,94,80,4.1486493e-07,5.5943374e-06,0.00020662983,-0.018432617,1.0
0,94,81,4.1573644e-06,6.6434336e-06,0.00014883849,0.2368164,3.2710515e-16
0,94,82,4.1573644e-06,2.1068543e-06,0.00036543282,-0.7397461,1.4637785e-12
0,94,83,3.131565e-07,1.1726421e-06,3.3737226e-05,0.4086914,1.0
0,94,84,7.002169e-07,9.4224464e-07,7.141902e-05,-0.35473633,1.0
0,94,85,5.8382472e-08,6.312651e-08,9.061478e-07,-0.3425293,7.444878e-15
0,94,86,5.5708956e-08,4.8400768e-08,8.646523e-07,-0.12463379,3.7831744e-36
0,94,87,7.153171e-08,6.719782e-08,3.3075915e-07,-0.5410156,1.0
0,95,0,2.0741904e-06,7.934496e-07,2.6785696e-07,-0.15283203,1.0
0,95,1,1.5057017e-06,2.3873781e-06,5.1630764e-07,-0.39672852,0.9999999
0,95,2,5.682435e-06,9.496347e-07,5.004225e-07,0.016113281,0.99999917
0,95,3,3.9135655e-05,1.4255698e-06,3.966986e-06,-0.4501953,3.2631558e-06
0,95,4,0.00036259004,3.3145432e-06,5.4647458e-06,-0.3552246,6.198028e-13
0,95,5,0.00010889691,7.071895e-06,9.570828e-07,-0.29833984,1.17018054e-07
0,95,6,3.0718187e-05,2.6016166e-06,6.908076e-06,-0.1586914,1.133501e-11
0,95,7,1.7366721e-05,5.5076057e-06,2.1233784e-06,-0.076171875,0.27590942
0,95,8,1.5936621e-05,3.2125656e-06,1.2979962e-06,-0.18835449,7.637469e-14
0,95,9,3.9135655e-05,7.889262e-06,4.4254903e-06,-0.08178711,1.0
0,95,10,5.0644718e-05,1.922317e-05,2.7321412e-05,-0.04272461,1.0
0,95,11,0.0002287133,6.0963607e-06,1.9525885e-05,-0.12438965,5.3994967e-08
0,95,12,0.00017265153,3.1446623e-05,6.452215e-05,-0.06958008,1.0
0,95,13,3.734357e-05,3.7266395e-06,8.267873e-06,-0.0063476562,1.3635772e-16
0,95,14,0.000965975,3.9751925e-05,1.3420014e-05,-0.05041504,0.000101503836
0,95,15,0.001294368,1.8200151e-05,2.8188662e-05,-0.17224121,0.5690746
0,95,16,0.0012594985,4.03779e-05,6.605215e-05,-0.27441406,1.0832235e-14
0,95,17,0.0015367271,7.141902e-05,1.6964426e-05,-0.024414062,0.01844021
0,95,18,0.00040448149,1.2029638e-05,2.753569e-05,0.035888672,0.9999988
0,95,19,2.0623422e-05,2.247409e-05,4.2315594e-05,-0.048706055,1.0
0,95,20,1.0209441e-05,5.550803e-06,5.2144983e-06,-0.07873535,1.0
0,95,21,9.972941e-06,5.380023e-06,1.3420014e-05,0.083862305,8.818923e-05
0,95,22,3.9135655e-05,3.4537254e-05,7.843789e-05,0.049438477,1.0379744e-12
0,95,23,0.00012436225,1.3109144e-05,5.562207e-05,-0.15856934,0.70161086
0,95,24,0.00020184422,5.1845658e-05,3.676463e-05,-0.115234375,1.0
0,95,25,4.8226243e-06,3.065452e-06,2.3139264e-06,-0.14343262,2.4388652e-07
0,95,26,6.2050494e-05,5.391084e-05,3.4465788e-06,-0.25341797,1.0
0,95,27,2.392351e-05,1.922317e-05,2.7321412e-05,-0.02368164,2.8582128e-17
0,95,28,1.0783313e-05,8.029784e-05,0.0001713082,-0.0793457,1.0
0,95,29,2.908344e-05,0.00047656128,0.00013873413,0.056884766,1.0
0,95,30,0.0002511868,3.9135655e-05,0.00025915823,0.045898438,1.0
0,95,31,6.5404374e-06,8.818923e-05,0.0007793662,0.10864258,1.0
0,95,32,1.602811e-06,3.194182e-05,1.9679026e-05,0.10571289,1.0
0,95,33,4.289333e-06,5.0250612e-05,7.602479e-05,-0.0026855469,1.0
0,95,34,9.204176e-07,0.00014883849,0.0007613258,0.021484375,5.7563933e-11
0,95,35,3.6976387e-06,6.922183e-05,0.0001713082,-0.13000488,0.999949
0,95,36,0.0002511868,0.0006771942,0.00081993215,0.09436035,3.998099e-06
0,95,37,9.204176e-07,8.156225e-05,0.00025714198,-0.12084961,0.0030160663
0,95,38,6.8009767e-06,0.0020427648,0.0005053046,0.04321289,1.0
0,95,39,4.3229743e-06,0.00023413582,0.0011649561,-0.12646484,0.00012731104
0,95,40,1.3497025e-06,0.0006166297,0.00784624,0.05090332,1.0
0,95,41,1.8020886e-06,0.00056588004,0.0005953406,0.07409668,1.0
0,95,42,1.7097478e-05,0.00016219281,0.001957017,0.028686523,6.8936106e-07
0,95,43,2.0904586e-06,0.00068785116,0.0022430879,-0.07019043,0.059537485
0,95,44,2.7911265e-06,0.00018378456,0.0006023542,0.16552734,1.0
0,95,45,2.7321412e-05,0.00058840885,0.00052542303,0.15844727,3.211657e-21
0,95,46,3.6976387e-06,0.00040290522,0.009125638,-0.1862793,1.1677231e-08
0,95,47,1.2778728e-06,0.00019260286,0.0010608152,0.18237305,3.732267e-09
0,95,48,3.1693253e-05,0.0007437029,0.0039148238,0.3017578,1.3259881e-07
0,95,49,1.0511496e-06,4.539787e-05,0.0018315102,0.07702637,0.18907149
0,95,50,4.860449e-06,0.0010525686,0.0016293088,0.13696289,1.0
0,95,51,7.587032e-06,0.00016474657,0.0024919678,0.32666016,1.0
0,95,52,6.526739e-07,0.0001866782,0.0038693913,0.091308594,5.805002e-07
0,95,53,1.855391e-07,0.00015598028,0.0005484792,0.33251953,1.0
0,95,54,9.061478e-07,4.8325637e-05,0.0020829707,0.22241211,1.14479544e-10
0,95,55,5.4532956e-07,6.709225e-05,0.0014325365,0.20483398,0.8458151
0,95,56,6.786735e-07,6.976471e-05,0.0017409836,0.06994629,1.0
0,95,57,3.426849e-05,0.0001431374,0.0026112476,0.33740234,0.99997634
0,95,58,7.2963794e-06,9.1701964e-05,0.030386752,-0.0024414062,1.0
0,95,59,1.4255698e-06,1.2805474e-05,0.007907292,0.39282227,0.3820838
0,95,60,5.173919e-06,8.547616e-05,0.013020489,0.2692871,0.9998795
0,95,61,6.786735e-07,5.727003e-06,0.0059571536,0.18493652,1.0
0,95,62,5.2035705e-07,0.0001535624,0.010091315,0.16125488,1.0
0,95,63,2.6016166e-06,3.3474687e-05,0.012920473,0.31958008,1.1112453e-13
0,95,64,1.5534977e-06,4.03779e-05,0.056444023,0.20166016,1.0
0,95,65,4.8502613e-07,8.818923e-05,0.009821794,0.3720703,1.0861517e-09
0,95,66,1.0348531e-06,1.0289515e-05,0.01844021,0.5083008,6.1887057e-10
0,95,67,1.3287773e-06,2.8188662e-05,0.01065251,0.4116211,1.0
0,95,68,4.9652823e-07,2.247409e-05,0.0073173973,0.07458496,0.9999907
0,95,69,1.6832411e-05,7.7221914e-05,0.0032476764,0.31323242,1.0
0,95,70,3.6403121e-06,0.000117744596,0.012288597,-0.06225586,8.105604e-08
0,95,71,3.0415965e-06,4.4346274e-05,0.007815889,0.003540039,0.9999234
0,95,72,5.338156e-06,0.00013032975,0.004556114,0.16723633,6.0927585e-10
0,95,73,1.6666596e-06,2.0623422e-05,0.007907292,0.20129395,0.8344069
0,95,74,2.6842004e-06,5.694103e-05,0.0009773504,0.050598145,1.0
0,95,75,2.2780523e-06,1.6701422e-05,0.002800927,0.44335938,1.0
0,95,76,2.9711384e-06,2.8188662e-05,0.004198795,0.23461914,5.3930524e-16
0,95,77,6.5779295e-07,2.2299198e-05,0.0017409836,-0.050231934,1.719565e-06
0,95,78,6.0963607e-06,1.3846005e-05,0.002800927,0.48583984,1.0
0,95,79,3.065452e-06,1.32119585e-05,0.0027576222,0.19433594,0.9998403
0,95,80,4.1486493e-07,5.5943374e-06,0.00020662983,-0.018432617,1.0
0,95,81,4.1573644e-06,6.6434336e-06,0.00014883849,0.2368164,3.2710515e-16
0,95,82,4.1573644e-06,2.1068543e-06,0.00036543282,-0.7397461,1.4637785e-12
0,95,83,3.131565e-07,1.1726421e-06,3.3737226e-05,0.4086914,1.0
0,95,84,7.002169e-07,9.4224464e-07,7.141902e-05,-0.35473633,1.0
0,95,85,5.8382472e-08,6.312651e-08,9.1325484e-07,-0.3425293,7.444878e-15
0,95,86,5.5708956e-08,4.8400768e-08,8.646523e-07,-0.12463379,3.7831744e-36
0,95,87,7.153171e-08,6.719782e-08,3.3075915e-07,-0.5410156,1.0
0,96,0,2.0741904e-06,7.934496e-07,2.6785696e-07,-0.15283203,1.0
0,96,1,1.5057017e-06,2.3873781e-06,5.1630764e-07,-0.39672852,0.9999999
0,96,2,5.682435e-06,9.496347e-07,5.004225e-07,0.016113281,0.99999917
0,96,3,3.8831113e-05,1.4255698e-06,3.966986e-06,-0.4501953,3.2631558e-06
0,96,4,0.00036259004,3.3145432e-06,5.4647458e-06,-0.3552246,6.198028e-13
0,96,5,0.00010889691,7.071895e-06,9.645893e-07,-0.29833984,1.17018054e-07
0,96,6,3.0718187e-05,2.6016166e-06,6.908076e-06,-0.1586914,1.133501e-11
0,96,7,1.7366721e-05,5.550803e-06,2.1233784e-06,-0.076171875,0.27590942
0,96,8,1.5936621e-05,3.2125656e-06,1.2979962e-06,-0.18835449,7.637469e-14
0,96,9,3.9135655e-05,7.889262e-06,4.4254903e-06,-0.08178711,1.0
0,96,10,5.0644718e-05,1.922317e-05,2.7321412e-05,-0.04272461,1.0
0,96,11,0.00023050673,6.0963607e-06,1.9525885e-05,-0.12438965,5.3994967e-08
0,96,12,0.00017265153,3.1446623e-05,6.452215e-05,-0.06958008,1.0
0,96,13,3.7636448e-05,3.7558677e-06,8.267873e-06,-0.0063476562,1.3635772e-16
0,96,14,0.000965975,3.9751925e-05,1.3420014e-05,-0.05041504,0.000101503836
0,96,15,0.001294368,1.8200151e-05,2.8188662e-05,-0.17224121,0.5690746
0,96,16,0.0012594985,4.03779e-05,6.605215e-05,-0.27441406,1.0832235e-14
0,96,17,0.0015307452,7.141902e-05,1.7231574e-05,-0.024414062,0.01844021
0,96,18,0.00040448149,1.2029638e-05,2.753569e-05,0.035888672,0.9999988
0,96,19,2.0623422e-05,2.247409e-05,4.2315594e-05,-0.048706055,1.0
0,96,20,1.0209441e-05,5.550803e-06,5.2144983e-06,-0.07873535,1.0
0,96,21,9.972941e-06,5.4222187e-06,1.3420014e-05,0.083862305,8.818923e-05
0,96,22,3.9135655e-05,3.4537254e-05,7.843789e-05,0.049438477,1.0379744e-12
0,96,23,0.00012436225,1.3109144e-05,5.562207e-05,-0.15856934,0.70161086
0,96,24,0.00020184422,5.1845658e-05,3.676463e-05,-0.115234375,1.0
0,96,25,4.8226243e-06,3.065452e-06,2.3139264e-06,-0.14343262,2.4388652e-07
0,96,26,6.2050494e-05,5.391084e-05,3.4465788e-06,-0.25341797,1.0
0,96,27,2.373734e-05,1.9373938e-05,2.7321412e-05,-0.02368164,2.8582128e-17
0,96,28,1.0783313e-05,8.029784e-05,0.0001713082,-0.0793457,1.0
0,96,29,2.908344e-05,0.00047656128,0.00013873413,0.056884766,1.0
0,96,30,0.0002511868,3.9135655e-05,0.00025915823,0.045898438,1.0
0,96,31,6.5404374e-06,8.818923e-05,0.0007793662,0.10864258,1.0
0,96,32,1.602811e-06,3.194182e-05,1.9525885e-05,0.10571289,1.0
0,96,33,4.289333e-06,5.0250612e-05,7.602479e-05,-0.0026855469,1.0
0,96,34,9.204176e-07,0.00014883849,0.0007613258,0.021484375,5.7563933e-11
0,96,35,3.6976387e-06,6.922183e-05,0.0001713082,-0.13000488,0.999949
0,96,36,0.0002511868,0.0006771942,0.00082313863,0.09436035,3.998099e-06
0,96,37,9.204176e-07,8.156225e-05,0.00025714198,-0.12084961,0.0030160663
0,96,38,6.8009767e-06,0.0020507434,0.0005053046,0.04321289,1.0
0,96,39,4.3229743e-06,0.00023597176,0.0011649561,-0.12646484,0.00012731104
0,96,40,1.3602883e-06,0.0006166297,0.00784624,0.05090332,1.0
0,96,41,1.8020886e-06,0.00056588004,0.0005953406,0.07409668,1.0
0,96,42,1.7097478e-05,0.00016219281,0.001957017,0.028686523,6.8936106e-07
0,96,43,2.0904586e-06,0.00068785116,0.0022430879,-0.07019043,0.059537485
0,96,44,2.7911265e-06,0.00018378456,0.0006023542,0.16552734,1.0
0,96,45,2.753569e-05,0.00058840885,0.0005233757,0.15844727,3.211657e-21
0,96,46,3.6976387e-06,0.00040290522,0.009125638,-0.1862793,1.1677231e-08
0,96,47,1.2778728e-06,0.00019260286,0.0010649627,0.18237305,3.732267e-09
0,96,48,3.1693253e-05,0.0007379196,0.0039148238,0.3017578,1.3259881e-07
0,96,49,1.0511496e-06,4.539787e-05,0.0018315102,0.07702637,0.18907149
0,96,50,4.860449e-06,0.0010525686,0.0016293088,0.13696289,1.0
0,96,51,7.587032e-06,0.00016474657,0.0024919678,0.32666016,1.0
0,96,52,6.526739e-07,0.0001866782,0.0038693913,0.091308594,5.805002e-07
0,96,53,1.8409521e-07,0.00015720344,0.0005484792,0.33251953,1.0
0,96,54,9.061478e-07,4.8704638e-05,0.0020829707,0.22241211,1.14479544e-10
0,96,55,5.4532956e-07,6.709225e-05,0.0014325365,0.20483398,0.8458151
0,96,56,6.786735e-07,7.031184e-05,0.0017546143,0.06994629,1.0
0,96,57,3.426849e-05,0.0001431374,0.0026112476,0.33740234,0.99997634
0,96,58,7.2963794e-06,9.1701964e-05,0.030386752,-0.0024414062,1.0
0,96,59,1.4255698e-06,1.2805474e-05,0.007907292,0.39282227,0.3820838
0,96,60,5.2144983e-06,8.547616e-05,0.012970385,0.2692871,0.9998795
0,96,61,6.6815164e-07,5.727003e-06,0.00598033,0.18493652,1.0
0,96,62,5.1630764e-07,0.00015476662,0.010091315,0.16125488,1.0
0,96,63,2.6016166e-06,3.3474687e-05,0.012920473,0.31958008,1.1112453e-13
0,96,64,1.5534977e-06,4.069458e-05,0.056548133,0.20166016,1.0
0,96,65,4.812517e-07,8.818923e-05,0.009783876,0.3720703,1.0861517e-09
0,96,66,1.0348531e-06,1.0289515e-05,0.018475594,0.5083008,6.1887057e-10
0,96,67,1.3287773e-06,2.8409744e-05,0.01065251,0.4116211,1.0
0,96,68,4.9652823e-07,2.265035e-05,0.007345827,0.07458496,0.9999907
0,96,69,1.6832411e-05,7.782753e-05,0.0032476764,0.31323242,1.0
0,96,70,3.6403121e-06,0.000118667966,0.012288597,-0.06225586,8.105604e-08
0,96,71,3.017927e-06,4.4346274e-05,0.007815889,0.003540039,0.9999234
0,96,72,5.338156e-06,0.00013032975,0.004556114,0.16723633,6.0927585e-10
0,96,73,1.6666596e-06,2.0623422e-05,0.007907292,0.20129395,0.8344069
0,96,74,2.6842004e-06,5.694103e-05,0.0009773504,0.050598145,1.0
0,96,75,2.2780523e-06,1.6832411e-05,0.002800927,0.44335938,1.0
0,96,76,2.9711384e-06,2.8188662e-05,0.004198795,0.23461914,5.3930524e-16
0,96,77,6.5779295e-07,2.2299198e-05,0.0017409836,-0.050231934,1.719565e-06
0,96,78,6.0963607e-06,1.3846005e-05,0.002800927,0.48583984,1.0
0,96,79,3.065452e-06,1.32119585e-05,0.0027683852,0.19433594,0.9998403
0,96,80,4.116364e-07,5.5943374e-06,0.00020662983,-0.018432617,1.0
0,96,81,4.1573644e-06,6.6955386e-06,0.00014883849,0.2368164,3.2710515e-16
0,96,82,4.1573644e-06,2.1068543e-06,0.00036543282,-0.7397461,1.4637785e-12
0,96,83,3.131565e-07,1.1726421e-06,3.3737226e-05,0.4086914,1.0
0,96,84,7.002169e-07,9.4224464e-07,7.0863265e-05,-0.35473633,1.0
0,96,85,5.8382472e-08,6.312651e-08,9.061478e-07,-0.3425293,7.444878e-15
0,96,86,5.5708956e-08,4.8400768e-08,8.646523e-07,-0.12463379,3.7831744e-36
0,96,87,7.153171e-08,6.719782e-08,3.3075915e-07,-0.5410156,1.0
0,97,0,2.0741904e-06,7.934496e-07,2.6995778e-07,-0.15283203,1.0
0,97,1,1.5057017e-06,2.3873781e-06,5.1630764e-07,-0.39672852,0.9999999
0,97,2,5.638214e-06,9.496347e-07,5.004225e-07,0.016113281,0.99999917
0,97,3,3.8831113e-05,1.4255698e-06,3.966986e-06,-0.4501953,3.2631558e-06
0,97,4,0.00036259004,3.3145432e-06,5.4647458e-06,-0.3552246,6.198028e-13
0,97,5,0.00010889691,7.071895e-06,9.645893e-07,-0.29833984,1.17018054e-07
0,97,6,3.0718187e-05,2.6016166e-06,6.908076e-06,-0.1586914,1.133501e-11
0,97,7,1.7231574e-05,5.550803e-06,2.1233784e-06,-0.076171875,0.27590942
0,97,8,1.5936621e-05,3.2125656e-06,1.2979962e-06,-0.18835449,7.637469e-14
0,97,9,3.9135655e-05,7.889262e-06,4.4254903e-06,-0.08178711,1.0
0,97,10,5.0644718e-05,1.922317e-05,2.7321412e-05,-0.04272461,1.0
0,97,11,0.00023050673,6.0963607e-06,1.9525885e-05,-0.12438965,5.3994967e-08
0,97,12,0.00017265153,3.1446623e-05,6.452215e-05,-0.06958008,1.0
0,97,13,3.7636448e-05,3.7558677e-06,8.267873e-06,-0.0063476562,1.3635772e-16
0,97,14,0.000965975,3.9751925e-05,1.3420014e-05,-0.05041504,0.000101503836
0,97,15,0.001294368,1.8200151e-05,2.8188662e-05,-0.17224121,0.5690746
0,97,16,0.0012594985,4.03779e-05,6.605215e-05,-0.27441406,1.0832235e-14
0,97,17,0.0015307452,7.141902e-05,1.7097478e-05,-0.024414062,0.01844021
0,97,18,0.00040448149,1.1936025e-05,2.753569e-05,0.035888672,0.9999988
0,97,19,2.0623422e-05,2.247409e-05,4.2315594e-05,-0.048706055,1.0
0,97,20,1.0209441e-05,5.550803e-06,5.2144983e-06,-0.07873535,1.0
0,97,21,9.895332e-06,5.4222187e-06,1.3420014e-05,0.083862305,8.818923e-05
0,97,22,3.9135655e-05,3.4537254e-05,7.843789e-05,0.049438477,1.0379744e-12
0,97,23,0.00012436225,1.3109144e-05,5.562207e-05,-0.15856934,0.70161086
0,97,24,0.00020184422,5.1442217e-05,3.676463e-05,-0.115234375,1.0
0,97,25,4.8226243e-06,3.0894946e-06,2.3139264e-06,-0.14343262,2.4388652e-07
0,97,26,6.2050494e-05,5.391084e-05,3.4465788e-06,-0.25341797,1.0
0,97,27,2.373734e-05,1.9373938e-05,2.7321412e-05,-0.02368164,2.8582128e-17
