Batch,Height,Width,Onset Prediction,Offset Prediction,Frame Prediction,Velocity Prediction
0,3,19,2.4682904e-05,2.2827999e-05,0.00010391067,-0.048706055,1.0
0,3,20,1.0289515e-05,6.2898785e-06,8.597224e-06,-0.07873535,1.0
0,3,21,1.1039029e-05,5.5076057e-06,2.247409e-05,0.083862305,8.818923e-05
0,3,22,4.298194e-05,2.9541427e-05,0.00019716941,0.049438477,1.0379744e-12
0,3,23,0.00015236755,1.8486757e-05,0.00011959857,-0.15856934,0.70161086
0,3,24,0.00021152887,5.391084e-05,6.657017e-05,-0.115234375,1.0
0,3,25,6.2898785e-06,3.2125656e-06,4.747857e-06,-0.14343262,2.4388652e-07
0,3,26,8.220189e-05,3.9442584e-05,1.0370214e-05,-0.25341797,1.0
0,3,27,3.024196e-05,1.7917988e-05,4.298194e-05,-0.02368164,2.8582128e-17
0,3,28,1.32119585e-05,7.7221914e-05,0.0003740956,-0.0793457,1.0
0,3,29,4.575391e-05,0.0003799845,0.0002673826,0.056884766,1.0
0,3,30,0.00024923251,4.575391e-05,0.00081355654,0.045898438,1.0
0,3,31,7.1832605e-06,9.6856085e-05,0.0012893283,0.10864258,1.0
0,3,32,2.0261418e-06,2.6688527e-05,2.71088e-05,0.10571289,1.0
0,3,33,6.8009767e-06,4.298194e-05,0.00012731104,-0.0026855469,1.0
0,3,34,1.1365637e-06,9.915273e-05,0.0019955386,0.021484375,5.7563933e-11
0,3,35,5.054066e-06,6.605215e-05,0.00028910325,-0.13000488,0.999949
0,3,36,0.00026119032,0.0005442133,0.0013147244,0.09436035,3.998099e-06
0,3,37,1.1015953e-06,7.254362e-05,0.00049747445,-0.12084961,0.0030160663
0,3,38,1.0699397e-05,0.0012545944,0.0014158706,0.04321289,1.0
0,3,39,5.1336556e-06,0.00015598028,0.002157342,-0.12646484,0.00012731104
0,3,40,1.3497025e-06,0.00041406957,0.026305279,0.05090332,1.0
0,3,41,2.1233784e-06,0.0002758679,0.0012743262,0.07409668,1.0
0,3,42,2.6274773e-05,0.00013032975,0.008315778,0.028686523,6.8936106e-07
0,3,43,2.1068543e-06,0.00062633416,0.0042812545,-0.07019043,0.059537485
0,3,44,2.925075e-06,0.00013658353,0.0009966077,0.16552734,1.0
0,3,45,4.0063693e-05,0.00038147118,0.0009584648,0.15844727,3.211657e-21
0,3,46,3.875091e-06,0.00022516826,0.029145971,-0.1862793,1.1677231e-08
0,3,47,1.6280516e-06,0.00015476662,0.0026419468,0.18237305,3.732267e-09
0,3,48,3.9751925e-05,0.00055494095,0.007665875,0.3017578,1.3259881e-07
0,3,49,1.7741497e-06,4.7576454e-05,0.0025809042,0.07702637,0.18907149
0,3,50,9.29581e-06,0.00096975197,0.003469891,0.13696289,1.0
0,3,51,1.3420014e-05,0.00014202364,0.0031850606,0.32666016,1.0
0,3,52,1.1454778e-06,0.00012931564,0.006771209,0.091308594,5.805002e-07
0,3,53,3.576359e-07,9.7615666e-05,0.00086260785,0.33251953,1.0
0,3,54,2.0904586e-06,3.5913014e-05,0.0050211498,0.22241211,1.14479544e-10
0,3,55,7.7506934e-07,5.694103e-05,0.0022170132,0.20483398,0.8458151
0,3,56,1.1189429e-06,5.562207e-05,0.0027576222,0.06994629,1.0
0,3,57,9.915273e-05,0.00017536995,0.0042812545,0.33740234,0.99997634
0,3,58,1.7097478e-05,7.4846226e-05,0.061762705,-0.0024414062,1.0
0,3,59,7.2963794e-06,1.8342895e-05,0.0121003855,0.39282227,0.3820838
0,3,60,2.908344e-05,9.7615666e-05,0.016090874,0.2692871,0.9998795
0,3,61,4.495181e-06,9.151693e-06,0.005364056,0.18493652,1.0
0,3,62,3.875091e-06,0.00020342696,0.01395571,0.16125488,1.0
0,3,63,1.4064043e-05,3.9751925e-05,0.011777843,0.31958008,1.1112453e-13
0,3,64,8.076349e-06,4.3319036e-05,0.05696638,0.20166016,1.0
0,3,65,2.1568167e-06,8.156225e-05,0.008610767,0.3720703,1.0861517e-09
0,3,66,6.0018456e-06,1.41743485e-05,0.02237146,0.5083008,6.1887057e-10
0,3,67,6.2409304e-06,3.0718187e-05,0.011288074,0.4116211,1.0
0,3,68,2.5413503e-06,2.392351e-05,0.006797531,0.07458496,0.9999907
0,3,69,9.314592e-05,8.957789e-05,0.0035796429,0.31323242,1.0
0,3,70,1.52068405e-05,0.00011147905,0.015014749,-0.06225586,8.105604e-08
0,3,71,1.6442495e-05,5.694103e-05,0.008677717,0.003540039,0.9999234
0,3,72,2.8857115e-05,0.0001344663,0.005159624,0.16723633,6.0927585e-10
0,3,73,6.908076e-06,2.3187478e-05,0.006463138,0.20129395,0.8344069
0,3,74,1.1300808e-05,5.874842e-05,0.0012160416,0.050598145,1.0
